Name, Vorname;Geburtsjahr;Berufsschlüssel;Beruf/Stand;Geschlecht;Partei;Land;Platz;Wahlkreis
Meyer, Rolf Karl Heinrich ;1941;60;Diplom-Ingenieur;1;FDP;HE;21;
Meyer, Stefan Franz ;1984;69;Bankbetriebswirt (B.A.);1;CSU;BY;54;
Meyer, Ute ;1967;88;Diplom-Kauffrau;2;FDP;SL;10;
Meyer-Kainer, Marita ;1954;75;Unternehmerin;2;CDU;HH;7;
Michaelis, Axel ;1965;31;Elektromonteur;1;NPD;BY;6;242
Michaelis, Dirk ;1978;70;Immobilienkaufmann;1;FDP;;   ;49
Michalak, Ursula ;1952;87;Lehrerin;2;CDU;SH;19;
Michalk, Maria Ludwiga ;1949;76;Mitglied des Deutschen Bundestages;2;CDU;SN;3;156
Michelbach, Hans ;1949;76;Mitglied des Deutschen Bundestages;1;CSU;BY;14;238
Michels, Martin Alexander ;1979;61;Diplom-Mathematiker;1;DIE LINKE;NI;6;27
Michlbauer, Matthäus Josef ;1966;69;Bankkaufmann;1;BüSo;BY;12;
Middelberg, Dr. Mathias ;1964;76;MdB, Rechtsanwalt;1;CDU;NI;6;39
Miersch, Dr. Matthias ;1968;81;Rechtsanwalt;1;SPD;NI;11;47
Mieruch, Mario ;1975;60;Diplom-Ingenieur Mechatronik (B.A.);1;AfD;;   ;128
Mieth, Matthias ;1981;82;Technischer Redakteur;1;PBC;NI;6;
Mifka, Dr. Kai ;1971;60;Ingenieur;1;FDP;RP;8;205
Mihalic, Irene ;1976;80;Polizeibeamtin;2;GRÜNE;NW;7;123
Mikolajtzyk, Manuel ;1982;5;Friedhofsgärtner;1;NPD;;   ;120
Mildenberger, Christian ;1984;60;Wirtschaftsingenieur (B.Sc);1;CDU;BW;30;
Mindrup, Klaus ;1964;88;selbstständiger Diplom-Biologe;1;SPD;BE;4;76
Mini, Walter ;1952;67;Handelsfachwirt;1;DIE LINKE;;   ;223
Minte, Sefika ;1980;86;Diplom-Sozialpädagogin;2;DIE LINKE;NW;24;
Miosga, Richard Franz ;1944;78;Kaufmann;1;NPD;;   ;75
Mirow, Sahra ;1984;88;Kulturwissenschaftlerin;2;DIE LINKE;BW;9;274
Misch, Thomas Walter Friedrich ;1957;67;Selbständiger Kaufmann;1;FREIE WÄHLER;SH;2;11
Mischau, Gertrud Evmarie ;1958;82;Bibliothekarin;2;MLPD;BY;13;
Mischau, Klaus ;1961;62;Arbeitsvorarbeiter;1;MLPD;BY;9;
Misirlioglu, Ismet ;1966;60;Diplom-Ingenieur;1;BIG;BE;1;83
Mißfelder, Philipp ;1979;76;MdB, Historiker;1;CDU;NW;14;121
Mittag, Susanne ;1958;80;Polizeibeamtin;2;SPD;NI;4;28
Mittelstädt, Andreas ;1987;94;Student;1;GRÜNE;NW;30;87
Mittelstein, Mona Isabell ;1984;94;Studentin;2;DIE LINKE;SH;9;
Mnich, Matthias ;1971;81;Rechtsanwalt;1;DIE LINKE;BB;10;65
Möbius, Dr. Gert Walter ;1962;88;Freiberuflicher Geotechniker;1;FREIE WÄHLER;ST;12;
Moch, Torsten ;1975;81;Justizfachwirt;1;CDU;BW;53;
Moczarski, Martin ;1979;93;Entrümpler;1;PARTEI DER VERNUNFT;NW;3;
Mohammed, Furat ;1989;94;Student;1;FREIE WÄHLER;;   ;75
Möhring, Cornelia Ilse ;1960;88;Diplom-Sozialökonomin;2;DIE LINKE;SH;1;7
Mohs, Christoph ;1971;68;Verlagsangestellter;1;BüSo;BW;4;
Mohs, Hubertus ;1939;95;Elektroingenieur i.R.;1;BüSo;BW;3;258
Molitor, Carsten ;1975;69;Sparkassenkaufmann;1;Tierschutzpartei;NI;3;
Molitor, Gabriele ;1962;82;Freiberufliche Journalistin;2;FDP;NW;11;92
Möll, Volker ;1964;75;Geschäftsführer;1;GRÜNE;NI;18;51
Möller, Dirk ;1991;17;Offsetdrucker;1;SPD;SH;17;
Möller, Felix ;1986;88;Politikwissenschaftler;1;GRÜNE;HE;24;187
Möller, Lüder ;1949;27;Maschinenschlosser;1;MLPD;SH;2;
Möller, Monique ;1982;66;Verkäuferin;2;NPD;TH;10;
Möller, Wolfgang ;1957;13;Flachglasveredeler;1;NPD;HH;5;20
Molnar, Brigitte ;1952;87;Lehrerin;2;DIE VIOLETTEN;BY;24;
Monstadt, Dietrich ;1957;76;MdB, Rechtsanwalt;1;CDU;MV;4;12
Montag, Jerzy ;1947;76;MdB, Rechtsanwalt;1;GRÜNE;BY;16;220
Morassi, Marion ;1963;70;Reiseverkehrskauffrau;2;DIE LINKE;;   ;199
Morgenroth, Jan ;1975;30;Zahntechniker;1;NPD;TH;5;193
Morgenstern, Christopher ;1983;88;Diplom-Betriebswirt;1;PIRATEN;BY;30;
Morgenthal, Heike ;1965;77;Buchhalterin;2;SPD;SL;15;
Möring, Karsten ;1949;87;Schulleiter;1;CDU;NW;46;93
Moritz, Harald ;1957;28;Kfz-Mechaniker;1;GRÜNE;;   ;84
Moritz, Simon ;1984;87;Dozent;1;SPD;BY;31;240
Morteza Ghazvini, Daniel ;1991;94;Student;1;DIE LINKE;;   ;295
Mortler, Marlene ;1955;76;MdB, Hauswirtschaftsmeisterin;2;CSU;BY;5;246
Mosblech, Volker Peter ;1955;69;Selbständiger Versicherungskaufmann;1;CDU;NW;53;116
Mosebach, Gerhard ;1948;60;Diplom-Ingenieur;1;AfD;RP;21;
Moseler, Christa ;1960;88;Diplom-Geologin;2;ÖDP;RP;15;
Moser, Anneliese ;1958;88;Betriebswirtin;2;FDP;RP;19;
Mößner, Elias ;1983;94;Doktorand;1;AfD;BW;28;
Motschmann, Elisabeth Charlotte ;1952;95;Staatsrätin a.D.;2;CDU;HB;1;54
Motschmann, Valentin ;1987;94;Student;1;GRÜNE;BY;32;240
Mouget, Nicole ;1967;70;Immobilienmaklerin;2;FDP;SL;7;
Mougoui, Khadjeh Nadjaf Gholi ;1954;60;Diplom-Ingenieur;1;FDP;HE;31;
Mousiol, Dr. Wolfgang Horst Herbert ;1956;87;Professor;1;AfD;HE;10;
Movassat, Niema ;1984;76;Mitglied des Deutschen Bundestages;1;DIE LINKE;NW;6;117
Mpanu-Mpanu-Plato, Nzimbu ;1964;88;Diplom-Betriebswirtin;2;CDU;BW;37;
Mrosek-Handwerk, Heike-Maria ;1957;81;Rechtsanwältin;2;SPD;RP;13;209
Mrotzeck, Dirk ;1966;70;Speditionskaufmann;1;FDP;BW;22;295
Mtibaa, Tarak ;1975;75;Geschäftsführer;1;BIG;BW;9;
Mücke, Jan ;1973;76;MdB, Parlamentarischer Staatssekretär;1;FDP;SN;1;155
Mücke, Oliver ;1970;48;Selbstständiger Fliesenleger;1;PIRATEN;;   ;62
Mühlbauer, Günter ;1958;79;Hausverwalter;1;Anderer KWV;;   ;233
Mühlen von der, Rebecca ;1980;99;Freiberuflich;2;AfD;RP;16;
Mulia, Marc ;1969;87;Gymnasiallehrer;1;DIE LINKE;NW;14;115
Müller, Achim ;1964;87;IT-Dozent, Consulatant, Autor;1;PIRATEN;NW;10;
Müller, Alexander ;1969;77;EDV-Sachverständiger;1;FDP;HE;9;178
Müller, Andreas ;1964;76;Gewerkschaftssekretär;1;DIE LINKE;HE;10;175
Müller, Anja ;1973;91;Restaurantfachfrau;2;DIE LINKE;;   ;190
Müller, Bettina ;1959;81;Rechtsanwältin;2;SPD;HE;12;175
Müller, Brigitte Charlotte Hedwig ;1941;95;Rentnerin;2;DKP;;   ;58
Müller, Carsten ;1970;69;Bankkaufmann, Rechtsanwalt;1;CDU;NI;7;50
Müller, Claudia Heike ;1981;76;Landesvorsitzende BÜNDNIS 90/ DIE GRÜNEN MV;2;GRÜNE;MV;3;15
Müller, Detlef ;1964;71;Lokomotivführer;1;SPD;SN;7;162
Müller, Dr. Gerd ;1955;76;Mitglied des Deutschen Bundestages;1;CSU;BY;10;256
Müller, Dr. Johannes ;1969;76;MdL, Arzt;1;NPD;;   ;158
Müller, Edmund Ernst ;1969;60;Diplom-Ingenieur Maschinenbau;1;Anderer KWV;;   ;61
Müller, Fabian ;1990;94;Student;1;PIRATEN;BY;21;224
Müller, Götz ;1967;78;Verwaltungsbeamter;1;CDU;BE;10;83
Müller, Hans Peter Heinz Arthur ;1952;78;Angestellter;1;BüSo;HE;5;
Müller, Heiko ;1972;75;Freiberuflicher Projektmanager;1;PIRATEN;RP;4;200
Müller, Heiko Michael ;1971;75;Selbständiger Unternehmer;1;REP;BB;1;62
Müller, Herbert ;1942;1;Landwirt;1;pro Deutschland;SL;4;
Müller, Jochen ;1964;84;Zahnarzt;1;AfD;RP;14;
Müller, Klaus ;1964;75;Unternehmer;1;AfD;RP;1;
Müller, Marcel ;1982;44;Maurer;1;NPD;;   ;205
Müller, Margit ;1959;99;Selbständig;2;AfD;SL;7;
Müller, Margot ;1952;87;Wendo-Trainerin;2;DIE FRAUEN;BY;8;
Müller, Marko ;1969;86;Diplom-Sozialpädagoge;1;DIE LINKE;;   ;240
Müller, Marko ;1982;28;Kfz-Mechaniker;1;NPD;MV;4;
Müller, Melanie ;1992;94;Studentin;2;SPD;SL;11;
Müller, Norbert Carl ;1986;94;Student;1;DIE LINKE;BB;6;61
Müller, Olaf ;1963;75;Geschäftsführer;1;GRÜNE;TH;6;194
Müller, Petra ;1960;76;MdB, Diplom-Ingenieurin;2;FDP;NW;33;88
Müller, Rene ;1982;80;Soldat;1;FDP;BY;41;257
Müller, Rudolf ;1951;99;Selbständig;1;AfD;SL;5;296
Müller, Stefan ;1975;76;Mitglied des Deutschen Bundestages;1;CSU;BY;11;242
Müller, Stefan ;1964;99;Gruppenleiter IT-Betrieb;1;PBC;BW;5;
Müller, Stefan ;1988;74;Lagerist;1;PIRATEN;;   ;270
Müller, Thomas ;1954;84;Apotheker;1;ÖDP;BY;6;240
Müller, Tino ;1978;44;Maurer;1;NPD;;   ;16
Müller, Ulrich ;1951;80;Polizeibeamter;1;FREIE WÄHLER;RP;18;
Müller, Veit-Harald ;1941;95;Technischer Angestellter i.R.;1;MLPD;HE;7;
Müller-Gemmeke, Beate ;1960;76;Mitglied des Deutschen Bundestages;2;GRÜNE;BW;7;289
Müller-Horn, Kai ;1944;95;Rentner;1;MLPD;;   ;106
Müller-Sönksen, Burkhardt ;1959;76;MdB, Rechtsanwalt;1;FDP;HH;1;20
Müller-Späth, Henning ;1954;95;Rentner;1;FREIE WÄHLER;;   ;143
Müller-Wehlau, Wolfgang ;1944;95;Diplom-Verwaltungswirt, Regierungsdirektor a.D.;1;AfD;SH;23;
Multrus, Robert ;1959;81;Rechtsanwalt;1;FREIE WÄHLER;BY;15;223
Münch, Niels-Arne ;1972;99;Selbstständig;1;PIRATEN;NI;13;53
Münch, Peter Hermann Gert Mario ;1960;81;Rechtsanwalt;1;AfD;HE;7;
Münd, Hans-Joachim ;1962;60;Diplom-Ingenieur;1;REP;HE;1;
Müntefering, Michelle ;1980;82;Journalistin;2;SPD;NW;24;141
Münz, Volker ;1964;69;Bankkaufmann;1;AfD;BW;22;263
Münz, Wilfried ;1960;75;Controller;1;FREIE WÄHLER;RP;15;
Munzinger, Hannes ;1988;88;Volkswirt;1;SPD;BW;29;294
Murmann, Dr. Philipp Alexander ;1964;76;MdB, Geschäftsführender Gesellschafter;1;CDU;SH;8;6
Muschalle-Höllbach, Ethel Maria ;1947;60;Ingenieurin-Ökonomin;2;FREIE WÄHLER;ST;5;68
Mußer, Bernd Willi ;1944;95;Rentner;1;REP;BY;33;
Mutlu, Özcan ;1968;60;Diplom-Ingenieur;1;GRÜNE;BE;2;75
Mützenich, Dr. Rolf ;1959;76;Mitglied des Deutschen Bundestages;1;SPD;NW;63;95
Mynter, Ralf Dietmar ;1960;71;Berufskraftfahrer;1;NPD;;   ;251
Nadjm, Javad ;1946;95;Rentner;1;BüSo;BE;13;
Nagel, Jochen ;1949;87;Lehrer;1;DIE LINKE;HE;4;184
Nagler, Mike ;1978;60;Diplom-Ingenieur Bauwesen;1;DIE LINKE;;   ;153
Naguib, Barbara Margarete ;1958;88;Politikwissenschaftlerin;2;GRÜNE;NW;39;
Nahles, Andrea ;1970;76;MdB, Literaturwissenschaftlerin M.A.;2;SPD;RP;1;199
Nahtz, Joachim ;1935;1;Landwirt;1;NPD;;   ;44
Nake, Dr. Angelika ;1961;81;Rechtsanwältin;2;FDP;HE;16;186
Nätebusch, Lothar Fritz ;1945;95;Rentner;1;DKP;;   ;62
Nauheim, Maik ;1981;31;Energieelektroniker;1;PIRATEN;RP;6;205
Nauheimer, Barbara ;1949;88;Diplom-Psychologin;2;Tierschutzpartei;BY;5;
Naumann, Walter ;1961;78;Angestellter;1;PIRATEN;;   ;43
Nauruhn, Monika ;1952;87;Studienrätin;2;Tierschutzpartei;SH;5;
Navel, Hermann ;1948;31;Elektromeister;1;AfD;;   ;89
Nawroth, Marion ;1956;88;Diplom-Ingenieurökonomin;2;PIRATEN;;   ;156
Neemann-Güntner, Gitta Christine ;1959;87;Freiberufliche Dozentin;2;SPD;SH;12;
Nehmer, Manuel ;1982;78;Industriekaufmann;1;FDP;NI;20;31
Neidlein, Alexander ;1975;68;Verlagskaufmann;1;NPD;BW;3;263
Neis, Mark ;1972;77;Systemadministrator;1;PIRATEN;SN;3;
Nerz, Sebastian ;1983;77;Diplom-Informatiker;1;PIRATEN;BW;1;290
Neskovic, Wolfgang-Dragi Willi ;1948;95;Richter am Bundesgerichtshof a. D.;1;Anderer KWV;;   ;64
Nestele, Hedi Hedwig Elisabeth ;1954;95;Lehrerin a.D.;2;DIE VIOLETTEN;BY;31;
Neu, Alexander Soranto ;1969;78;Angestellter;1;DIE LINKE;NW;10;97
Neubauer, Dr. Georg ;1958;75;Geschäftsführer;1;FDP;;   ;58
Neubaur, Mona ;1977;75;Geschäftsführerin;2;GRÜNE;NW;19;106
Neuber, Jürgen ;1971;78;Diplom-Kaufmann;1;FREIE WÄHLER;BY;9;234
Neubert, Frank ;1970;55;Einrichter;1;NPD;TH;9;
Neubert, Hildigund Dorothea ;1960;83;Sängerin, Amtsträgerin;2;CDU;TH;10;
Neubert, Jörg ;1986;88;Psychologe;1;PIRATEN;MV;6;
Neufeld, Axel ;1963;76;Diplom-Verwaltungswirt;1;REP;BE;1;
Neugebauer, Andreas ;1966;77;Informatiker;1;PIRATEN;;   ;28
Neugebauer, Sascha Daniel ;1981;75;Projektentwickler;1;PIRATEN;;   ;176
Neugebauer, Volkmar ;1953;44;Baufacharbeiter;1;NPD;;   ;74
Neuhaus, Dr. Peter Hans ;1964;76;Referent;1;GRÜNE;;   ;148
Neumann, Bernd ;1950;28;Kfz-Handwerker;1;NPD;;   ;33
Neumann, Bernhard ;1985;86;Pflegefachhelfer (Altenpflege);1;BP;BY;9;223
Neumann, Gerhard Ludwig ;1937;78;Rentenberater;1;SPD;HE;35;
Neumann, Gisela ;1937;79;Hausverwalterin;2;REP;BW;5;
Neumann, Heinz ;1939;95;Rentner;1;NPD;RP;7;208
Neumann, Prof. Dr. Fritz Walter Martin ;1956;87;Hochschullehrer, Diplom-Ingenieur;1;FDP;BB;1;64
Neumann, Sascha ;1980;98;Arbeitslos;1;Die PARTEI;NW;25;
Neumann, Steve ;1990;98;Arbeitsuchend;1;BIG;BE;9;
Nianur, Narziss ;1964;78;Angestellte;2;MLPD;SH;3;
Nick, Dr. Andreas ;1967;88;Diplom-Kaufmann, Hochschullehrer;1;CDU;RP;14;205
Nick, Dr. Ophelia-Johanna ;1973;84;Tierärztin;2;GRÜNE;NW;31;104
Nicolay, Christian ;1973;86;Sonderpädagoge;1;Die PARTEI;;   ;204
Niebel, Dirk ;1963;76;Bundesminister;1;FDP;BW;1;274
Niedergesäß, Fritz ;1940;95;Rentner;1;CDU;;   ;84
Niemann, Friederike ;1989;94;Studentin;2;Die PARTEI;BE;32;
Niemeyer, Ralph Thomas ;1969;82;Journalist;1;DIE LINKE;NI;12;26
Nier, Gerd ;1947;95;Berufsschullehrer i. R.;1;DIE LINKE;NI;10;53
Niermann, Bernhard ;1958;77;Diplom-Informatiker;1;DIE VIOLETTEN;BY;7;
Nießner, Dieter ;1947;95;Studiendirektor a.D.;1;ÖDP;BY;18;253
Nietan, Dietmar Heinrich ;1964;76;Mitglied des Deutschen Bundestages;1;SPD;NW;5;90
Niggemann, Franz ;1963;99;Selbstständig;1;AfD;;   ;81
Nissen, Christian ;1984;94;Student;1;PIRATEN;NW;23;
Nissen, Ulrike ;1959;99;Selbständig;2;SPD;HE;8;183
Nitsche, Sven ;1970;75;Niederlassungsleiter;1;FREIE WÄHLER;BW;7;278
Nitzsche, Dr. Thomas ;1975;99;Fachreferent Bibliothek;1;FDP;TH;4;194
Nitzsche, Henry ;1959;95;Bürgermeister a. D.;1;Anderer KWV;;   ;156
Nobile, Sebastian ;1979;5;Gärtner;1;pro Deutschland;SL;2;
Nobis, Jörg Michael ;1975;72;Kapitän, Diplom-Ingenieur;1;AfD;SH;21;8
Nocun, Katharina ;1986;94;Studentin;2;PIRATEN;NI;2;38
Nöhl, Markus ;1979;88;Historiker;1;SPD;RP;22;
Nölke, Matthias ;1980;81;Jurist;1;FDP;HE;7;168
Noll, Michaela ;1959;76;MdB, Rechtsanwältin;2;CDU;NW;12;104
Nolte, Michael ;1966;77;Informatiker;1;PIRATEN;NW;16;
Nord, Thomas Hans ;1957;76;MdB, Diplom-Kulturwissenschaftler;1;DIE LINKE;BB;2;63
Nordheim von, Wolfgang-Dietrich ;1951;89;Pastor;1;GRÜNE;;   ;43
Nordhorn, Daniel ;1969;60;Diplom-Ingenieur;1;NPD;SH;4;6
Normann, Johannes ;1968;69;Bankkaufmann;1;AfD;BY;42;247
Nothacker, Jutta Maria ;1961;88;Diplom-Betriebswirtin;2;CDU;HE;31;
Nothnagel, Maik ;1966;76;MdL, Diplom-Sozialarbeiter/ Sozialpädagoge;1;DIE LINKE;TH;8;
Notman, Marco ;1988;86;Erzieher;1;DIE LINKE;;   ;24
Notz von, Dr. Konstantin ;1971;81;Rechtsanwalt;1;GRÜNE;SH;2;10
Nötzel, Dieter ;1949;95;Rentner;1;Bündnis 21/RRP;NW;2;113
Nouripour, Omid ;1975;99;Selbstständiger Berater;1;GRÜNE;HE;2;183
Nowak, Helmut Fedor ;1941;78;Kaufmann;1;CDU;NW;44;101
Nowak, Julia ;1986;94;Studentin;2;Die PARTEI;BE;19;
Nowak, Kim Philipp ;1983;73;Postzusteller;1;REP;HE;5;
Nowak, Siegfried ;1958;95;Rentner;1;DIE LINKE;;   ;137
Nürnberger, Christian ;1951;82;Publizist;1;SPD;BY;33;246
Nüßlein, Dr. Georg ;1969;76;MdB, Diplom-Kaufmann;1;CSU;BY;25;255
Oberhausen, Volker ;1959;88;Diplom-Kaufmann;1;CDU;SL;19;
Oberhäuser, Petra ;1970;75;Projektmanagerin;2;CSU;BY;50;
Odabasi, Eyüp ;1971;77;Informatiker;1;GRÜNE;;   ;133
Odebrecht, Julia Dela Miriam ;1980;88;Diplom-Betriebswirtin;2;SPD;HH;5;
Oel, Hans-Albrecht ;1951;25;Bauschlosser-Meister;1;Volksabstimmung;NW;2;
Oelkers, Mathes ;1964;79;Orchesterwart;1;DIE VIOLETTEN;BY;3;
Oellers, Wilfried ;1975;81;Rechtsanwalt;1;CDU;NW;54;89
Oeltjen, Claus ;1937;95;Rentner;1;NPD;;   ;34
Oettler, Frank ;1966;71;Straßenbahnfahrer;1;MLPD;ST;2;72
Oetzel, Daniel ;1988;94;Student;1;FDP;HH;6;
Offermann, Rolf ;1960;81;Diplom-Rechtspfleger;1;FDP;BB;9;63
Öhlenschläger, Doris ;1960;78;Verwaltungsangestellte;2;FREIE WÄHLER;HE;7;
Ohler, Sebastian ;1966;87;Lehrer;1;GRÜNE;;   ;121
Ohms, Ulf ;1960;75;IT-Unternehmer;1;FREIE WÄHLER;;   ;22
Ohse, Michael ;1956;62;Technischer Angestellter;1;DIE LINKE;;   ;52
Olbrich-Tripp, Elke Elfriede ;1956;76;Fraktionsgeschäftsführerin;2;GRÜNE;;   ;150
Olhausen, Dr. Manuela ;1971;82;PR-Referentin;2;CSU;BY;42;
Ollert, Ralf Günther Josef ;1960;67;Groß- und Außenhandelskaufmann;1;NPD;BY;4;
Onken, Lennart ;1994;94;Student;1;DIE LINKE;;   ;35
Oppel, Werner Josef ;1945;95;Rentner;1;Bündnis 21/RRP;BY;8;254
Oppermann, Hans-Joachim ;1941;99;Selbstständig;1;RENTNER;SH;3;
Oppermann, Thomas ;1954;76;Mitglied des Deutschen Bundestages;1;SPD;NI;3;53
Orth, Joachim ;1955;78;Kaufmann;1;FREIE WÄHLER;NW;14;94
Orth, Kim Julia ;1986;94;Studentin;2;PIRATEN;RP;8;212
Osburg, Alexandra ;1971;87;Studienrätin;2;PIRATEN;;   ;91
Oßenberg, Hans-Joachim ;1956;52;Qualitätsbeauftragter;1;PIRATEN;;   ;150
Ossenkopp, Stephan ;1969;78;Angestellter;1;BüSo;BW;1;259
Oßner, Florian ;1980;88;Diplom-Volkswirt (Univ.);1;CSU;;   ;228
Ostendorff, Friedrich ;1953;1;Bauer;1;GRÜNE;NW;12;127
Oster, Harald ;1970;75;Unternehmensberater;1;FDP;ST;4;74
Osterkamp, Ralph ;1969;80;Berufssoldat;1;PIRATEN;;   ;256
Ostermann, Claudia ;1975;78;Rechtsanwaltsfachangestellte;2;GRÜNE;ST;5;
Ostermann, Dr. Tim ;1979;81;Rechtsanwalt;1;CDU;NW;36;133
Ott, Hans-Detlef ;1969;86;Diplom-Sozialpädagoge (BA);1;GRÜNE;;   ;276
Ott, Hermann ;1961;76;Mitglied des Deutschen Bundestages;1;GRÜNE;NW;18;102
Otte, Henning ;1968;76;Mitglied des Deutschen Bundestages;1;CDU;NI;12;44
Otte, Stephan ;1980;78;Bürokaufmann;1;FDP;BY;37;240
Otten, Gerold Joachim ;1955;95;Berufsoffizier a.D.;1;AfD;BY;8;
Ottmar, Matthias ;1981;77;Buchhalter;1;REP;HE;2;
Otto, Andre ;1971;95;Rentner;1;Anderer KWV;;   ;85
Otto, Andreas ;1962;60;MdA, Diplom-Ingenieur;1;GRÜNE;BE;4;76
Otto, Birgit ;1957;86;Diplom-Sozialarbeiterin;2;CDU;HE;25;
Otto, Carsten ;1960;99;Selbstständig;1;pro Deutschland;BE;5;
Otto, Cornelia ;1974;94;Studentin;2;PIRATEN;BE;1;
Otto, Dr. Manfred Ernst Gerhard ;1952;78;Beamter;1;AfD;;   ;46
Otto, Hans-Joachim ;1952;81;Rechtsanwalt;1;FDP;;   ;182
Ottweiler, Gottfried Helmut ;1954;88;Diplom-Kaufmann;1;AfD;;   ;104
Otzen, Kai ;1961;31;Industrieelektroniker;1;NPD;SH;3;11
Özdemir, Cem ;1965;86;Diplom-Sozialpädagoge;1;GRÜNE;BW;2;258
Özdemir, Mahmut ;1987;81;Rechtsreferendar;1;SPD;NW;60;116
Özman, Korkmaz ;1976;81;Rechtsanwalt;1;CDU;BE;13;
Özoguz, Aydan ;1967;76;Mitglied des Deutschen Bundestages;2;SPD;HH;1;22
Öztürk, Mustafa ;1985;94;Student;1;BIG;BE;8;
Paar, Hans-Jürgen ;1940;95;Rentner;1;Bündnis 21/RRP;BY;7;241
Pabst, Johannes ;1953;88;Diplom-Verwaltungswissenschaftler;1;FDP;BY;29;253
Pahlmann, Ingrid ;1957;87;Hauswirtschaftsleiterin;2;CDU;NI;14;45
Palm, Ingeborg ;1953;85;Krankenschwester;2;NPD;HE;3;
Pancescu, Dragos ;1967;75;IT-Unternehmer, Speditionskaufmann;1;GRÜNE;NI;12;28
Panetta, Rodolfo ;1952;75;Verwalter;1;REP;BW;8;
Panhey, Mathias ;1987;63;Chemielaborant;1;NPD;MV;11;
Pankau, Sabine-Brigitte ;1969;88;Diplom-Pädagogin;2;Tierschutzpartei;NI;2;
Pannicke, Rolf ;1969;80;Polizeivollzugsbeamter;1;DIE LINKE;;   ;227
Pantel, Sylvia ;1961;95;Hausfrau;2;CDU;NW;45;107
Pap, Christian ;1979;69;Versicherungskaufmann;1;Anderer KWV;;   ;74
Pappler, Anette ;1972;88;Diplom-Pädagogin (Univ.);2;SPD;BY;28;241
Parbs, Eva Anna ;1948;78;Industriekauffrau;2;FDP;HH;5;
Paris, Michael Walter ;1955;76;Ehrenamtlicher Stadtrat;1;Anderer KWV;;   ;183
Parr, Andreas ;1971;85;Fachkrankenpfleger;1;SPD;BY;27;247
Parzatka-Lipinski, Henryk Alfons ;1956;65;Diplom-Meister;1;FREIE WÄHLER;BE;4;82
Paschke, Markus ;1963;76;Gewerkschaftssekretär;1;SPD;NI;13;25
Pastörs, Marianne ;1953;95;Hausfrau;2;NPD;MV;6;
Pastörs, Udo Michael Wilhelm ;1952;30;Uhrmachermeister;1;NPD;MV;1;12
Patatzki, Dr. Johannes Georg ;1963;84;Zahnarzt;1;AfD;NW;32;
Patzelt, Martin Maria Otto Felix ;1947;95;Pensionär;1;CDU;BB;10;63
Patzelt, Remy ;1984;78;Angestellter;1;PIRATEN;;   ;267
Pätzold, Dr. Martin ;1984;78;Diplom-Kaufmann, Angestellter;1;CDU;BE;7;86
Pätzold, Robert ;1977;99;Erwerbstätig;1;Die PARTEI;BE;43;
Pau, Petra Angelika ;1963;76;MdB, Lehrerin;2;DIE LINKE;BE;2;85
Paul, Stefan ;1976;76;Diplom-Finanzwirt (FH);1;SPD;HE;41;
Pauli, Karl-Heinz ;1953;74;Lagerfacharbeiter;1;MLPD;BW;13;
Paulick, Sascha Manfred ;1971;75;Produktmanager Promotion;1;AfD;;   ;78
Paulitz, Annabell ;1992;94;Schülerin;2;BüSo;SN;10;
Paulsen, Jens ;1948;81;Rechtsanwalt, Notar;1;AfD;NI;3;30
Paulus, Jutta ;1967;84;Apothekerin;2;GRÜNE;RP;13;209
Paulwitz, Michael ;1965;82;Journalist;1;REP;BW;19;
Pauly, Heinz-Dieter ;1945;75;Unternehmensberater;1;FDP;BY;31;235
Pauly, Michel ;1985;88;Wirtschaftswissenschaftler;1;DIE LINKE;;   ;36
Paus, Lisa ;1968;88;Diplom-Volkswirtin;2;GRÜNE;BE;3;80
Peckmann, Holger ;1967;75;Handwerksmeister;1;PIRATEN;;   ;195
Peddinghaus, Dirk ;1962;80;Soldat;1;SPD;SH;11;1
Peer, Oliver ;1966;67;Verkaufsleiter;1;BüSo;BW;6;
Peine, Martina Maria ;1961;76;MPA, Diplom-Verwaltungswirtin (FH);2;CDU;NI;36;
Peltz, Horst Artur ;1949;95;Rentner;1;ÖDP;NW;13;
Penk, Tommy ;1989;94;Student;1;GRÜNE;;   ;154
Penkala, Matthias Jan ;1990;94;Student;1;FREIE WÄHLER;BY;22;232
Pentz von, Dorit ;1950;87;Lehrerin;2;MLPD;NI;4;
Pentz von, Hannes ;1979;27;Hydraulikmonteur;1;MLPD;NI;1;
Percin, Müjgan ;1976;81;Rechtsanwältin;2;GRÜNE;BE;9;
Perschke, Hans-Peter ;1955;99;Freiberufler;1;SPD;TH;10;
Pesch, Heinrich ;1938;95;Rentner;1;FREIE WÄHLER;;   ;87
Peschel, Erhard Willi Hermann ;1953;31;Anlagenmonteur;1;Anderer KWV;;   ;58
Peschke, Günter ;1966;40;Metzgermeister;1;REP;BY;11;
Peter, Jürgen ;1960;78;Kaufmännischer Angestellter;1;FDP;NW;21;97
Peter, Klaus Karl ;1964;92;Baubiologe;1;ÖDP;BY;19;232
Peter, Mareike ;1988;85;Gesundheits- und Krankenpflegerin;2;PIRATEN;BE;11;
Peter, Prof. Dr. Dr. Ralf Uwe ;1959;84;Arzt;1;FDP;BY;46;255
Peterka, Tobias ;1982;81;Diplom-Wirtschaftsjurist;1;AfD;BY;33;237
Petermann, Jens ;1963;76;MdB, Jurist;1;DIE LINKE;;   ;197
